POST_TRANSACTION_ACCOUNT_BALANCES,AMOUNT,BOOKING_DATE,CURRENCY_CODE,EXTERNAL_ID,ID,PARENT_ACCOUNT_KEY,
"{
  ""total_balance"": 19.73
}",-5.89,2025-02-18 05:20:34.000 +0800,SGD,,14534388,8a8e8f8d94f00b700194f1116cd43c1d,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019515c8c5d103e9"",
  ""external_reference_id"": ""465048768337332-1739856033000""
}"
"{
  ""total_balance"": 9319.75
}",-1.85,2025-02-18 05:21:15.000 +0800,SGD,,14534407,8a8e8e639119a29b01911e28b2937133,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019515c965d14d5d"",
  ""external_reference_id"": ""305048768722315-1739856074000""
}"
"{
  ""total_balance"": 601.7
}",-1.4,2025-02-18 07:00:16.000 +0800,SGD,,14536420,8a8e8f5c950b192501950d62138e6334,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f019516240c3b1b5f"",
  ""external_reference_id"": ""465048828146440-1739862014000""
}"
"{
  ""total_balance"": 99.01
}",-4.78,2025-02-18 06:02:58.000 +0800,SGD,,14535269,8a8e8e51950b0f0201950d3b7d19586e,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c29019515ef95ad0dc4"",
  ""external_reference_id"": ""585048793763965-1739858577000""
}"
"{
  ""total_balance"": 983.61
}",-4.46,2025-02-18 07:24:16.000 +0800,SGD,,14536768,8a8e8e51950b0f0201950f99985a2076,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b570195163a04ba1d57"",
  ""external_reference_id"": ""385048842546120-1739863455000""
}"
"{
  ""total_balance"": 220.34
}",-3.32,2025-02-18 05:41:46.000 +0800,SGD,,14534868,8a8e8ef894ebeb5f0194efd8610d5d4e,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019515dc2c3b0872"",
  ""external_reference_id"": ""465048781044485-1739857304000""
}"
"{
  ""total_balance"": 12490.38
}",-4.06,2025-02-18 05:43:28.000 +0800,SGD,,14534906,8a8e8fb594d7805a0194d9def5c1693c,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c29019515ddbb4c0a82"",
  ""external_reference_id"": ""385048782068011-1739857406000""
}"
"{
  ""total_balance"": 263.17
}",-5.59,2025-02-18 07:07:48.000 +0800,SGD,,14536569,8a8e8f1894d1f6aa0194d4abb8816ec9,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8edb9515561c0195162af2f31ac4"",
  ""external_reference_id"": ""305048832675024-1739862467000""
}"
"{
  ""total_balance"": 282.36
}",-3.44,2025-02-18 05:54:29.000 +0800,SGD,,14535104,8a8e8f7994ec37ec0194ef085ff51a12,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019515e7d3fb0b87"",
  ""external_reference_id"": ""305048788685516-1739858068000""
}"
"{
  ""total_balance"": 2531
}",-2.38,2025-02-18 07:23:54.000 +0800,SGD,,14536761,8a8e8e438a3e3762018a4025f1021af2,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b5701951639b0811d48"",
  ""external_reference_id"": ""385048842338686-1739863433000""
}"
"{
  ""total_balance"": 110.38
}",-4.79,2025-02-18 06:48:38.000 +0800,SGD,,14536195,8a8e8f5f94cd057d0194d16d365150f0,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b5701951619658316c1"",
  ""external_reference_id"": ""305048821163310-1739861317000""
}"
"{
  ""total_balance"": 23.57
}",-13.98,2025-02-18 05:23:36.000 +0800,SGD,,14534468,8a8e8e6394e731c60194e909586c2a72,"{
  ""card_acceptor"": {
    ""mcc"": 5818,
    ""name"": ""APPLE.COM/BILL"",
    ""street"": ""ITUNES.COM IE""
  },
  ""encoded_key"": ""8a8e8edb9515561c019515cb8b2605eb"",
  ""external_reference_id"": ""585048770147710-1739856215000""
}"
"{
  ""total_balance"": 6.76
}",-2.26,2025-02-18 06:15:42.000 +0800,SGD,,14535506,8a8e8f9994f664bf0194f7903a831129,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c29019515fb3e4a1093"",
  ""external_reference_id"": ""465048801403209-1739859341000""
}"
"{
  ""total_balance"": 10078.8
}",-4.98,2025-02-18 05:24:50.000 +0800,SGD,,14534488,8a8e8e3794d22bd80194d3cd05572b2f,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019515ccac1a4e0b"",
  ""external_reference_id"": ""385048770881985-1739856289000""
}"
"{
  ""total_balance"": 4911.03
}",-1.77,2025-02-18 06:35:07.000 +0800,SGD,,14535919,8a8e8ede94e1e2e30194e91345eb4c74,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b570195160d043813be"",
  ""external_reference_id"": ""585048813042610-1739860505000""
}"
"{
  ""total_balance"": 1596.7
}",-5.2,2025-02-18 05:43:54.000 +0800,SGD,,14534919,8a8e8fc694e73bb40194ed6c0e503d65,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f019515de21a20c50"",
  ""external_reference_id"": ""385048782327150-1739857433000""
}"
"{
  ""total_balance"": 18.72
}",-1.59,2025-02-18 06:47:59.000 +0800,SGD,,14536183,8a8e8e2b950b051901950d18062b510e,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c2901951618cc32181a"",
  ""external_reference_id"": ""585048820778827-1739861278000""
}"
"{
  ""total_balance"": 1241.88
}",-5.36,2025-02-18 06:43:02.000 +0800,SGD,,14536090,8a8e8e1991cdea440191cf6177900fd4,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b570195161444be1572"",
  ""external_reference_id"": ""305048817797684-1739860981000""
}"
"{
  ""total_balance"": 7995.96
}",-2.69,2025-02-18 06:44:18.000 +0800,SGD,,14536115,8a8e8f548a435df3018a4bf910687896,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c29019516156f7016f2"",
  ""external_reference_id"": ""385048818554295-1739861057000""
}"
"{
  ""total_balance"": 218.14
}",-1.19,2025-02-18 06:20:34.000 +0800,SGD,,14535604,8a8e8ebf94d789000194d94dbeb13ef0,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f019515ffb48b1397"",
  ""external_reference_id"": ""585048804336755-1739859633000""
}"
"{
  ""total_balance"": 50342.93
}",-4.34,2025-02-18 07:24:48.000 +0800,SGD,,14536784,8a8e8ebe907a06c401907af2d09106b1,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8edb9515561c0195163a84221d71"",
  ""external_reference_id"": ""465048842864341-1739863487000""
}"
"{
  ""total_balance"": 11738.27
}",-6.72,2025-02-18 05:22:54.000 +0800,SGD,,14534450,8a8e8e5c90a865030190ab67788e490f,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019515cae71b047f"",
  ""external_reference_id"": ""465048769669811-1739856173000""
}"
"{
  ""total_balance"": 423.63
}",-3.39,2025-02-18 06:57:22.000 +0800,SGD,,14536358,8a8e8e2394f15e540194f38f0f9f02ac,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c2901951621666819ea"",
  ""external_reference_id"": ""305048826419554-1739861841000""
}"
"{
  ""total_balance"": 7081.36
}",-3.36,2025-02-18 06:07:27.000 +0800,SGD,,14535365,8a8e8fd28a33f78b018a3979737a71c3,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f019515f3b0341111"",
  ""external_reference_id"": ""465048796451495-1739858846000""
}"
"{
  ""total_balance"": 20095.28
}",-4.99,2025-02-18 06:54:27.000 +0800,SGD,,14536301,8a8e8f3c912918e301912c24ff696e22,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f0195161eb84f19fe"",
  ""external_reference_id"": ""305048824653015-1739861666000""
}"
"{
  ""total_balance"": 48.74
}",-175.35,2025-02-18 02:11:34.000 +0800,SGD,,14533799,8a8e8fb594d7805a0194d939bd94393d,"{
  ""card_acceptor"": {
    ""mcc"": 4900,
    ""name"": ""SP Digital PL-Utilitie"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff0951022130195151bbc21423a"",
  ""external_reference_id"": ""385048654928684-1739844692000""
}"
"{
  ""total_balance"": 102.83
}",-4.3,2025-02-18 07:26:11.000 +0800,SGD,,14536828,8a8e8f3c9505f75701950726d1332ded,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8edb9515561c0195163bc5311e2d"",
  ""external_reference_id"": ""305048843690002-1739863570000""
}"
"{
  ""total_balance"": 19980.6
}",-1.66,2025-02-18 07:21:39.000 +0800,SGD,,14536706,8a8e8e3c910536c7019107c24c8d4e97,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f019516379ea31ef8"",
  ""external_reference_id"": ""585048840962582-1739863297000""
}"
"{
  ""total_balance"": 86.59
}",-3.86,2025-02-18 06:52:53.000 +0800,SGD,,14536268,8a8e8e0794f00b650194f3c0b4924ffa,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b570195161d4b59176e"",
  ""external_reference_id"": ""465048823724924-1739861572000""
}"
"{
  ""total_balance"": 171.17
}",-4.04,2025-02-18 07:27:34.000 +0800,SGD,,14536861,8a8e8ee194e727b50194e8cceefb2144,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b570195163d0af61e90"",
  ""external_reference_id"": ""305048844520423-1739863652000""
}"
"{
  ""total_balance"": 50045.5
}",-3.6,2025-02-18 06:58:38.000 +0800,SGD,,14536386,8a8e8e438a3e3762018a467b55122c7b,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019516228c921873"",
  ""external_reference_id"": ""465048827160753-1739861917000""
}"
"{
  ""total_balance"": 447.59
}",-5.35,2025-02-18 05:22:23.000 +0800,SGD,,14534437,8a8e8fb194cd4bd20194d1b817b01e8d,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a019515ca6d360533"",
  ""external_reference_id"": ""305048769405189-1739856141000""
}"
"{
  ""total_balance"": 187.55
}",-8.57,2025-02-18 04:41:14.000 +0800,SGD,,14534106,8a8e8f1894d1f6aa0194d4f4c9580b36,"{
  ""card_acceptor"": {
    ""mcc"": 4816,
    ""name"": ""PAYPAL *BUYVM"",
    ""street"": ""4029357733 CA""
  },
  ""encoded_key"": ""8a8e8ff595154c29019515a4c2ce01b5"",
  ""external_reference_id"": ""465048744735856-1739853673000""
}"
"{
  ""total_balance"": 15332.68
}",-1.98,2025-02-18 05:28:06.000 +0800,SGD,,14534554,8a8e8e1490c2c9850190c4c260094d30,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f019515cfaace08ad"",
  ""external_reference_id"": ""465048772856279-1739856485000""
}"
"{
  ""total_balance"": 152.37
}",-3.97,2025-02-18 07:16:05.000 +0800,SGD,,14536646,8a8e8ec494d79efe0194db551be078db,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c2901951632876a1d77"",
  ""external_reference_id"": ""305048837644433-1739862964000""
}"
"{
  ""total_balance"": 28794.06
}",-3.32,2025-02-18 07:24:30.000 +0800,SGD,,14536776,8a8e8e139239fda801924173b7e36ca5,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a0195163a3b091deb"",
  ""external_reference_id"": ""465048842678735-1739863469000""
}"
"{
  ""total_balance"": 1995.28
}",-2.33,2025-02-18 06:37:56.000 +0800,SGD,,14535980,8a8e8e9394e1693c0194e444dd264aa4,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b570195160f98e91472"",
  ""external_reference_id"": ""385048814747464-1739860675000""
}"
"{
  ""total_balance"": 20554.57
}",-5.33,2025-02-18 05:30:18.000 +0800,SGD,,14534615,8a8e8f73916c09ee01916e73349f4ea0,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f019515d1ae940948"",
  ""external_reference_id"": ""465048774172074-1739856617000""
}"
"{
  ""total_balance"": 50261.61
}",-1.99,2025-02-18 05:32:44.000 +0800,SGD,,14534668,8a8e8f70915778ba01915c128ba82259,"{
  ""card_acceptor"": {
    ""mcc"": 4131,
    ""name"": ""CAUSEWAYLINK-HQ"",
    ""street"": ""07-3522244 MY""
  },
  ""encoded_key"": ""8a8e8edb9515561c019515d3e742074a"",
  ""external_reference_id"": ""465048775622438-1739856762000""
}"
"{
  ""total_balance"": 64.52
}",-3.7,2025-02-18 05:59:38.000 +0800,SGD,,14535215,8a8e8ec494d79efe0194db20f3a86b0a,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019515ec881c0c56"",
  ""external_reference_id"": ""305048791766624-1739858377000""
}"
"{
  ""total_balance"": 4624.05
}",-3.21,2025-02-18 07:03:55.000 +0800,SGD,,14536494,8a8e8ffa9078deed0190790ce95607c7,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b01951627645d63d6"",
  ""external_reference_id"": ""385048830342240-1739862234000""
}"
"{
  ""total_balance"": 123.29
}",-3.62,2025-02-18 05:12:02.000 +0800,SGD,,14534181,8a8e8ede94e1e2e30194e39a809e25ab,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019515c0f4974b22"",
  ""external_reference_id"": ""385048763209665-1739855521000""
}"
"{
  ""total_balance"": 22889.68
}",-2.89,2025-02-18 07:05:54.000 +0800,SGD,,14536534,8a8e8e74922fc6d60192374b36882ddb,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8edb9515561c0195162934e61a63"",
  ""external_reference_id"": ""465048831530671-1739862353000""
}"
"{
  ""total_balance"": 13.62
}",-4.52,2025-02-18 05:13:51.000 +0800,SGD,,14534219,8a8e8ede94e1e2e30194e8f2688e4569,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019515c29e840237"",
  ""external_reference_id"": ""465048764306936-1739855630000""
}"
"{
  ""total_balance"": 2.24
}",-27.16,2025-02-18 03:56:12.000 +0800,SGD,,14534034,8a8e8ea99418916901941c09e1da0a88,"{
  ""card_acceptor"": {
    ""mcc"": 5814,
    ""name"": ""Grab* A-7HC2XH7GWFFJ"",
    ""street"": ""Singapore SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a0195157b89400043"",
  ""external_reference_id"": ""465048717716473-1739850971000""
}"
"{
  ""total_balance"": 6123.36
}",-27.98,2025-02-18 07:47:04.000 +0800,SGD,,14537097,8a8e8f7d94d648ab0194dbfd7c9c50be,"{
  ""card_acceptor"": {
    ""mcc"": 5262,
    ""name"": ""SHOPEE SINGAPORE MP"",
    ""street"": ""+65 6206 6610 SG""
  },
  ""encoded_key"": ""8a8e8edb9515561c0195164ee5b7214a"",
  ""external_reference_id"": ""585048856230042-1739864822000""
}"
"{
  ""total_balance"": 421.74
}",-1.98,2025-02-18 05:31:51.000 +0800,SGD,,14534652,8a8e8f0194f638360194f64777d600d1,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c29019515d31b91076a"",
  ""external_reference_id"": ""585048775100487-1739856710000""
}"
"{
  ""total_balance"": 36.9
}",-3.57,2025-02-18 05:53:27.000 +0800,SGD,,14535087,8a8e8fe78a3e4efa018a504d97b95272,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019515e6df3c5406"",
  ""external_reference_id"": ""585048788052295-1739858006000""
}"
"{
  ""total_balance"": 10.9
}",-5.27,2025-02-18 05:54:15.000 +0800,SGD,,14535099,8a8e8f2294d2884a0194d5cf5c6456ce,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019515e79a60543d"",
  ""external_reference_id"": ""465048788533787-1739858054000""
}"
"{
  ""total_balance"": 9406.95
}",-2.38,2025-02-18 05:16:10.000 +0800,SGD,,14534270,8a8e8ecb906aabaf01906d296f3e6850,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019515c4bead02ad"",
  ""external_reference_id"": ""465048765686302-1739855769000""
}"
"{
  ""total_balance"": 139.99
}",-6.33,2025-02-18 05:27:46.000 +0800,SGD,,14534546,8a8e8faa95060b60019508f87241401a,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019515cf5e754eb8"",
  ""external_reference_id"": ""385048772658685-1739856465000""
}"
"{
  ""total_balance"": 155.93
}",-3.36,2025-02-18 05:58:49.000 +0800,SGD,,14535194,8a8e8f1894d1f6aa0194d4f4c9580b36,"{
  ""card_acceptor"": {
    ""mcc"": 4816,
    ""name"": ""PAYPAL *BUYVM"",
    ""street"": ""4029357733 CA""
  },
  ""encoded_key"": ""8a8e8eda9510404b019515ebc9e15530"",
  ""external_reference_id"": ""385048791284627-1739858328000""
}"
"{
  ""total_balance"": 19558.02
}",-2.59,2025-02-18 05:53:11.000 +0800,SGD,,14535083,8a8e8e14906fcd6a0190739960fc17d8,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b019515e6a16353f7"",
  ""external_reference_id"": ""465048787891754-1739857990000""
}"
"{
  ""total_balance"": 454.62
}",-2.48,2025-02-18 06:35:44.000 +0800,SGD,,14535929,8a8e8f1994f678d50194fab141665b8a,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f0195160d96c11654"",
  ""external_reference_id"": ""385048813438609-1739860543000""
}"
"{
  ""total_balance"": 14969.23
}",-3.66,2025-02-18 06:51:31.000 +0800,SGD,,14536244,8a8e8e618a5c09d9018a5f0d744c75ee,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b570195161c08771730"",
  ""external_reference_id"": ""305048822884293-1739861490000""
}"
"{
  ""total_balance"": 20.33
}",-2.58,2025-02-18 07:07:15.000 +0800,SGD,,14536556,8a8e8ea790bb73ad0190be5ba8d703a4,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c290195162a72e61c1e"",
  ""external_reference_id"": ""465048832341779-1739862434000""
}"
"{
  ""total_balance"": 16.43
}",-1.5,2025-02-18 05:53:58.000 +0800,SGD,,14535093,8a8e8f899388e6df01938d8f9fa53652,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8e3795156b57019515e758020b2d"",
  ""external_reference_id"": ""385048788350220-1739858037000""
}"
"{
  ""total_balance"": 46.87
}",-4.12,2025-02-18 05:58:24.000 +0800,SGD,,14535183,8a8e8f639185e3b00191895d61a8004d,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fc49515611a019515eb67c40d05"",
  ""external_reference_id"": ""465048791035291-1739858303000""
}"
"{
  ""total_balance"": 470.8
}",-4.12,2025-02-18 05:44:05.000 +0800,SGD,,14534924,8a8e8f6194d793260194d92157283471,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8edb9515561c019515de4e2409bb"",
  ""external_reference_id"": ""585048782437335-1739857444000""
}"
"{
  ""total_balance"": 1427.5
}",-4.09,2025-02-18 06:26:33.000 +0800,SGD,,14535714,8a8e8f8a94dcbfe80194dee9c90e578a,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8edb9515561c019516052d0f11c7"",
  ""external_reference_id"": ""585048807911059-1739859992000""
}"
"{
  ""total_balance"": 588.82
}",-5.65,2025-02-18 06:58:53.000 +0800,SGD,,14536394,8a8e8e6594d648cd0194d6b624c32411,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8fec95151e1f01951622c6cb1afb"",
  ""external_reference_id"": ""305048827301501-1739861931000""
}"
"{
  ""total_balance"": 10933.96
}",-3.18,2025-02-18 05:20:58.000 +0800,SGD,,14534399,8a8e8ebe907a06c401907b51383d14c3,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8edb9515561c019515c923910553"",
  ""external_reference_id"": ""585048768560911-1739856057000""
}"
"{
  ""total_balance"": 112.09
}",-1.89,2025-02-18 05:41:54.000 +0800,SGD,,14534872,8a8e8e229500cfa8019504b042c011fa,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8edb9515561c019515dc4ced0916"",
  ""external_reference_id"": ""385048781130389-1739857313000""
}"
"{
  ""total_balance"": 21478.04
}",-4.27,2025-02-18 05:45:59.000 +0800,SGD,,14534960,8a8e8e6d9180b5800191821e1b2e1a74,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c29019515e00c4d0adc"",
  ""external_reference_id"": ""305048783580840-1739857558000""
}"
"{
  ""total_balance"": 130.99
}",-3.83,2025-02-18 07:10:33.000 +0800,SGD,,14536611,8a8e8eb894ec2dea0194ed95fe2d2740,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8eda9510404b0195162d747e6532"",
  ""external_reference_id"": ""465048834319706-1739862631000""
}"
"{
  ""total_balance"": 29730.01
}",-3.54,2025-02-18 07:06:43.000 +0800,SGD,,14536544,8a8e8ff690cc6c550190cf7272ce3e56,"{
  ""card_acceptor"": {
    ""mcc"": 4111,
    ""name"": ""BUS/MRT"",
    ""street"": ""SINGAPORE SG""
  },
  ""encoded_key"": ""8a8e8ff595154c2901951629f2ef1bfb"",
  ""external_reference_id"": ""585048832010424-1739862402000""
}"
